X,Y,OBJECTID,COUNTY,DESCRIPTION_BSL,DIRECTION_OP,DLAT_GIS,DLONG_GIS,LINE,MUNICIPALITY,STOP_NUM,STOP_TYPE,STREET_DIR,HEADING
-8286433.033,4774529.411,81,Atlantic,INDIANA AVE AT LINCOLN AVE,Ou,39.36802,-74.43837,505,ATLANTIC CITY,10131,FS,N,334
-8286492.5889,4774646.5515,82,Atlantic,INDIANA AVE AT GRANT AVE,Ou,39.36883,-74.43891,505,ATLANTIC CITY,10132,FS,N,332
-8286601.4732,4774860.7219,83,Atlantic,INDIANA AVE AT MARMORA AVE,Ou,39.37033,-74.43986,505,ATLANTIC CITY,10133,FS,N,334
-8287936.6763,4775113.9566,84,Atlantic,KUEHNLE AVE AT MISSOURI AVE,Ou,39.37212,-74.45184,505,ATLANTIC CITY,10134,NS,N,21
-8287882.501,4775264.9894,85,Atlantic,KUEHNLE AVE AT ARKANSAS AVE,Ou,39.37317,-74.45136,505,ATLANTIC CITY,10135,NS,N,20
-8287828.8066,4775414.0335,86,Atlantic,KUEHNLE AVE AT MICHIGAN AVE,Ou,39.3742,-74.45086,505,ATLANTIC CITY,10136,NS,N,20
-8287839.546,4775452.8141,87,Atlantic,KUEHNLE AVE AT MICHIGAN AVE,In,39.37445,-74.45089,505,ATLANTIC CITY,10137,NS,S,201
-8287896.5188,4775295.826,88,Atlantic,KUEHNLE AVE AT ARKANSAS AVE,In,39.37336,-74.4514,505,ATLANTIC CITY,10138,NS,S,200
-8287962.8241,4775111.8786,89,Atlantic,KUEHNLE AVE AT MISSOURI AVE,In,39.37208,-74.45199,505,ATLANTIC CITY,10139,FS,S,201
-8283869.3494,4774956.7581,90,Atlantic,MADISON AVE AT NEW HAMPSHIRE AVE,In,39.37098,-74.41524,504,ATLANTIC CITY,10140,FS,W,243
-8284095.8931,4774839.8075,91,Atlantic,MADISON AVE AT RHODE ISLAND AVE,In,39.37016,-74.41727,504,ATLANTIC CITY,10141,NS,W,243
-8284270.5103,4774747.0263,92,Atlantic,MADISON AVE AT MASSACHUSETTS AVE,In,39.36952,-74.41884,504,ATLANTIC CITY,10142,FS,W,242
-8284424.1521,4774665.8818,93,Atlantic,MADISON AVE AT CONNECTICUT AVE,In,39.36897,-74.42023,504,ATLANTIC CITY,10143,FS,W,242
-8285190.8352,4775205.9886,94,Atlantic,MARYLAND AVE AT MAGELLAN AVE,Ou,39.37276,-74.42735,504,ATLANTIC CITY,10146,NS,S,333
-8285098.7088,4774975.1539,95,Atlantic,MARYLAND AVE AT CASPIAN AVE,In,39.37116,-74.42627,504,ATLANTIC CITY,10147,FS,S,152
-8285558.0302,4774284.1553,96,Atlantic,MEDITERRANEAN AVE AT TENNESSEE AVE,Ou,39.36637,-74.43045,504,ATLANTIC CITY,10149,FS,E,63
-8285344.5116,4774397.1296,97,Atlantic,MEDITERRANEAN AVE AT NORTH CAROLINA AVE,Ou,39.36715,-74.42853,504,ATLANTIC CITY,10150,NS,E,61
-8284305.0133,4774942.8906,98,Atlantic,MELROSE AVE AT MASSACHUSETTS AVE,In,39.37094,-74.41919,504,ATLANTIC CITY,10151,FS,E,65
-8284340.7857,4774952.1013,99,Atlantic,MELROSE AVE AT MASSACHUSETTS AVE,Ou,39.37092,-74.41946,504,ATLANTIC CITY,10153,NS,W,245
-8287455.0328,4775164.8484,100,Atlantic,MORNINGSIDE AVE AT ARKANSAS AVE,In,39.37248,-74.44754,505,ATLANTIC CITY,10154,FS,N,20
-8287391.4018,4775340.4182,101,Atlantic,MORNINGSIDE AVE AT MADISON AVE,In,39.3737,-74.44697,505,ATLANTIC CITY,10155,NS,N,20
-8287420.9882,4775328.2843,102,Atlantic,MORNINGSIDE AVE AT MADISON AVE,Ou,39.37358,-74.44711,505,ATLANTIC CITY,10156,FS,S,200
-8287478.8708,4775168.394,103,Atlantic,MORNINGSIDE AVE AT EMERSON AVE,Ou,39.37247,-74.44763,505,ATLANTIC CITY,10157,FS,S,200
-8287539.2447,4775000.1059,104,Atlantic,MORNINGSIDE AVE AT MISSOURI AVE,Ou,39.3713,-74.44817,505,ATLANTIC CITY,10158,NS,S,201
-8288006.8921,4775305.736,105,Atlantic,MURRAY AVE AT ARKANSAS AVE,In,39.37345,-74.45247,505,ATLANTIC CITY,10159,NS,N,18
-8287962.1192,4775432.6243,106,Atlantic,MURRAY AVE AT MICHIGAN AVE,In,39.37433,-74.45206,505,ATLANTIC CITY,10160,NS,N,20
-8287897.7976,4775606.2337,107,Atlantic,MURRAY AVE AT OHIO AVE,In,39.37554,-74.4515,505,ATLANTIC CITY,10161,NS,N,19
-8287926.895,4775594.8001,108,Atlantic,MURRAY AVE AT OHIO AVE,Ou,39.37543,-74.45165,505,ATLANTIC CITY,10162,FS,S,200
-8287965.8727,4775489.9241,109,Atlantic,MURRAY AVE AT MICHIGAN AVE,Ou,39.3747,-74.452,505,ATLANTIC CITY,10163,NS,S,201
-8288020.1983,4775340.186,110,Atlantic,MURRAY AVE AT ARKANSAS AVE,Ou,39.37366,-74.45248,505,ATLANTIC CITY,10164,NS,S,199
-8285728.5449,4774188.921,111,Atlantic,NEW YORK AVE AT MEDITERRANEAN AVE,Ou,39.36567,-74.432,504,ATLANTIC CITY,10165,NS,N,331
-8285339.9548,4774423.7473,112,Atlantic,NORTH CAROLINA AVE AT MEDITERRANEAN AVE,In,39.36729,-74.42853,501,ATLANTIC CITY,10166,NS,S,149
-8285339.9548,4774423.7473,113,Atlantic,NORTH CAROLINA AVE AT MEDITERRANEAN AVE,In,39.36729,-74.42853,505,ATLANTIC CITY,10166,NS,S,149
-8285250.1549,4774239.8975,114,Atlantic,NORTH CAROLINA AVE AT BALTIC AVE,In,39.36607,-74.42759,501,ATLANTIC CITY,10167,NS,S,153
-8285250.1549,4774239.8975,115,Atlantic,NORTH CAROLINA AVE AT BALTIC AVE,In,39.36607,-74.42759,504,ATLANTIC CITY,10167,NS,S,153
-8285250.1549,4774239.8975,116,Atlantic,NORTH CAROLINA AVE AT BALTIC AVE,In,39.36607,-74.42759,505,ATLANTIC CITY,10167,NS,S,153
-8285149.1499,4774053.078,117,Atlantic,NORTH CAROLINA AVE AT ARCTIC AVE,In,39.36475,-74.42674,504,ATLANTIC CITY,10168,NS,S,151
-8285149.1499,4774053.078,118,Atlantic,NORTH CAROLINA AVE AT ARCTIC AVE,In,39.36475,-74.42674,505,ATLANTIC CITY,10168,NS,S,151
-8285041.8194,4773841.4498,119,Atlantic,NORTH CAROLINA AVE AT ATLANTIC AVE,In,39.36327,-74.4258,501,ATLANTIC CITY,10169,NS,S,153
-8285041.8194,4773841.4498,120,Atlantic,NORTH CAROLINA AVE AT ATLANTIC AVE,In,39.36327,-74.4258,504,ATLANTIC CITY,10169,NS,S,153
-8285041.8194,4773841.4498,121,Atlantic,NORTH CAROLINA AVE AT ATLANTIC AVE,In,39.36327,-74.4258,505,ATLANTIC CITY,10169,NS,S,153
-8285041.8194,4773841.4498,122,Atlantic,NORTH CAROLINA AVE AT ATLANTIC AVE,In,39.36327,-74.4258,554,ATLANTIC CITY,10169,NS,S,153
-8287186.2311,4775352.815,123,Atlantic,OHIO AVE AT E RIVERSIDE DR,In,39.37379,-74.44505,505,ATLANTIC CITY,10170,NS,S,110
-8286986.255,4775204.9834,124,Atlantic,OHIO AVE AT HURON AVE,In,39.37275,-74.44324,505,ATLANTIC CITY,10171,NS,S,153
-8286889.0804,4775017.8888,125,Atlantic,OHIO AVE AT ERIE AVE,In,39.37145,-74.44237,505,ATLANTIC CITY,10172,NS,S,152
-8286768.9598,4774788.0411,126,Atlantic,OHIO AVE AT ONTARIO AVE,In,39.36985,-74.4413,505,ATLANTIC CITY,10173,FS,S,153
-8286699.2212,4774653.0422,127,Atlantic,OHIO AVE AT MCKINLEY AVE,In,39.36891,-74.44068,505,ATLANTIC CITY,10174,NS,S,152
-8286608.9485,4774470.9127,128,Atlantic,OHIO AVE AT MAGELLAN AVE,In,39.36766,-74.43983,505,ATLANTIC CITY,10175,NS,S,154
-8286488.5829,4774234.8914,129,Atlantic,OHIO AVE AT CASPIAN AVE,In,39.36603,-74.43873,505,ATLANTIC CITY,10176,FS,S,152
-8285173.773,4773811.6359,130,Atlantic,S CAROLINA AVE AT ATLANTIC AVE,Ou,39.36307,-74.42697,501,ATLANTIC CITY,10180,NS,N,328
-8285173.773,4773811.6359,131,Atlantic,S CAROLINA AVE AT ATLANTIC AVE,Ou,39.36307,-74.42697,502,ATLANTIC CITY,10180,NS,N,328
-8285173.773,4773811.6359,132,Atlantic,S CAROLINA AVE AT ATLANTIC AVE,Ou,39.36307,-74.42697,504,ATLANTIC CITY,10180,NS,N,328
-8285173.773,4773811.6359,133,Atlantic,S CAROLINA AVE AT ATLANTIC AVE,Ou,39.36307,-74.42697,505,ATLANTIC CITY,10180,NS,N,328
-8285173.773,4773811.6359,134,Atlantic,S CAROLINA AVE AT ATLANTIC AVE,Ou,39.36307,-74.42697,507,ATLANTIC CITY,10180,NS,N,328
-8285173.773,4773811.6359,135,Atlantic,S CAROLINA AVE AT ATLANTIC AVE,Ou,39.36307,-74.42697,508,ATLANTIC CITY,10180,NS,N,328
-8285173.773,4773811.6359,136,Atlantic,S CAROLINA AVE AT ATLANTIC AVE,Ou,39.36307,-74.42697,509,ATLANTIC CITY,10180,NS,N,328
-8285349.5294,4774142.7062,137,Atlantic,SOUTH CAROLINA AVE AT BALTIC AVE,Ou,39.36536,-74.42857,501,ATLANTIC CITY,10181,NS,N,333
-8285349.5294,4774142.7062,138,Atlantic,SOUTH CAROLINA AVE AT BALTIC AVE,Ou,39.36536,-74.42857,505,ATLANTIC CITY,10181,NS,N,333
-8285451.0459,4774338.9413,139,Atlantic,SOUTH CAROLINA AVE AT MEDITERRANEAN AVE,Ou,39.36671,-74.42951,501,ATLANTIC CITY,10182,NS,N,330
-8285451.0459,4774338.9413,140,Atlantic,SOUTH CAROLINA AVE AT MEDITERRANEAN AVE,Ou,39.36671,-74.42951,505,ATLANTIC CITY,10182,NS,N,330
-8285523.6564,4774472.4889,141,Atlantic,SOUTH CAROLINA AVE AT DREXEL AVE,Ou,39.36764,-74.43016,501,ATLANTIC CITY,10183,FS,N,333
-8285523.6564,4774472.4889,142,Atlantic,SOUTH CAROLINA AVE AT DREXEL AVE,Ou,39.36764,-74.43016,505,ATLANTIC CITY,10183,FS,N,333
-8289418.2003,4771413.7772,143,Atlantic,VENTNOR AVE AT S PLAZA PL,Ou,39.34642,-74.46512,505,ATLANTIC CITY,10184,NS,E,58
-8286117.3165,4773430.0724,144,Atlantic,GATE #8 INSIDE AC BUS TERMINAL,In,39.36045,-74.43558,551,ATLANTIC CITY,10185,TM,E,152
-8286117.3165,4773430.0724,145,Atlantic,GATE #3 INSIDE  AC BUS TERMINAL,Ou,39.36025,-74.43543,319,ATLANTIC CITY,10186,TM,E,152
-8289181.6265,4771560.7583,146,Atlantic,VENTNOR AVE AT KINGSTON AVE,Ou,39.34746,-74.46301,505,ATLANTIC CITY,10187,FS,E,58
-8286110.294,4773416.5788,147,Atlantic,GATE #4 INSIDE AC BUS TERMINAL,In,39.36029,-74.43547,501,ATLANTIC CITY,10188,TM,E,152
-8289066.6999,4771632.6035,148,Atlantic,VENTNOR AVE AT COLUMBIA AVE,Ou,39.34795,-74.46197,505,ATLANTIC CITY,10189,FS,E,58
-8286113.9532,4773423.61,149,Atlantic,GATE #5 INSIDE AC BUS TERMINAL,In,39.36034,-74.4355,553,ATLANTIC CITY,10190,TM,E,152
-8288947.2488,4771708.7566,150,Atlantic,VENTNOR AVE AT RALEIGH AVE,Ou,39.34847,-74.46089,505,ATLANTIC CITY,10191,FS,E,58
-8286095.2588,4773438.9051,151,Atlantic,GATE #6 INSIDE AC BUS TERMINAL,In,39.36037,-74.43552,554,ATLANTIC CITY,10192,TM,E,152
-8288809.8841,4771794.7813,152,Atlantic,VENTNOR AVE AT WINDSOR AVE,Ou,39.34906,-74.45965,505,ATLANTIC CITY,10193,NS,E,58
-8286117.3165,4773430.0724,153,Atlantic,GATE #7 INSIDE AC BUS TERMINAL,In,39.36041,-74.43555,559,ATLANTIC CITY,10194,TM,E,152
-8288596.0362,4771928.1459,154,Atlantic,VENTNOR AVE AT DOVER AVE,Ou,39.35,-74.45774,505,ATLANTIC CITY,10195,FS,E,58
-8288494.5789,4771992.9849,155,Atlantic,VENTNOR AVE AT HARRISBURG AVE,Ou,39.35044,-74.45682,505,ATLANTIC CITY,10196,FS,E,58
-8288553.9452,4771983.2677,156,Atlantic,VENTNOR AVE AT HARRISBURG AVE,In,39.35032,-74.45731,505,ATLANTIC CITY,10197,FS,W,237
-8288678.8188,4771904.3499,157,Atlantic,VENTNOR AVE AT DOVER AVE,In,39.34978,-74.45844,505,ATLANTIC CITY,10198,FS,W,239
-8288849.3822,4771797.7162,158,Atlantic,VENTNOR AVE AT WINDSOR AVE,In,39.34905,-74.45998,505,ATLANTIC CITY,10199,FS,W,238
-8289147.2873,4771610.2621,159,Atlantic,VENTNOR AVE AT COLUMBIA AVE,In,39.34774,-74.46265,505,ATLANTIC CITY,10200,FS,W,238
-8289253.8773,4771544.3538,160,Atlantic,VENTNOR AVE AT KINGSTON AVE,In,39.34727,-74.4636,505,ATLANTIC CITY,10201,FS,W,240
-8289376.6462,4771467.8414,161,Atlantic,VENTNOR AVE AT TALLAHASSEE AVE,In,39.34675,-74.46471,505,ATLANTIC CITY,10202,FS,W,238
-8289581.7191,4773096.1302,162,Atlantic,WEST END AVE AT ANNAPOLIS AVE,Ou,39.35812,-74.4666,504,ATLANTIC CITY,10203,NS,E,58
-8289382.9554,4773220.3144,163,Atlantic,WEST END AVE AT ELBERON AVE,Ou,39.35899,-74.46482,504,ATLANTIC CITY,10204,NS,E,58
-8289286.6262,4773279.7967,164,Atlantic,WEST END AVE AT HARRISBURG AVE,Ou,39.35941,-74.46396,504,ATLANTIC CITY,10205,NS,E,58
-8288381.246,4775110.1574,165,Atlantic,W RIVERSIDE DR AT SHERIDAN AVE,In,39.37205,-74.45584,505,ATLANTIC CITY,10206,NS,N,317
-8288217.71,4772416.4409,166,Atlantic,WINCHESTER AVE AT HARTFORD TER,Ou,39.35344,-74.45438,504,ATLANTIC CITY,10207,FS,E,58
